product_id,name,channel_id,season,size,sku,units,stock_units,stockout,cost
FBE5E6Q4S6,Black sweatshirt,Stockholm,2018,XS,FBE5E6Q4S6_XS,6,6,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2018,S,FBE5E6Q4S6_S,41,48,False,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2018,M,FBE5E6Q4S6_M,43,43,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2018,L,FBE5E6Q4S6_L,32,32,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2018,XL,FBE5E6Q4S6_XL,15,15,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2018,XXL,FBE5E6Q4S6_XXL,13,29,False,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2019,XS,FBE5E6Q4S6_XS,4,4,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2019,S,FBE5E6Q4S6_S,32,43,False,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2019,M,FBE5E6Q4S6_M,36,36,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2019,L,FBE5E6Q4S6_L,37,37,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2019,XL,FBE5E6Q4S6_XL,21,22,False,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2019,XXL,FBE5E6Q4S6_XXL,9,9,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2020,XS,FBE5E6Q4S6_XS,9,9,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2020,S,FBE5E6Q4S6_S,25,25,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2020,M,FBE5E6Q4S6_M,34,34,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2020,L,FBE5E6Q4S6_L,41,41,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2020,XL,FBE5E6Q4S6_XL,13,13,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2020,XXL,FBE5E6Q4S6_XXL,6,6,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2021,XS,FBE5E6Q4S6_XS,9,9,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2021,S,FBE5E6Q4S6_S,55,55,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2021,M,FBE5E6Q4S6_M,117,200,False,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2021,L,FBE5E6Q4S6_L,94,120,False,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2021,XL,FBE5E6Q4S6_XL,35,40,False,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2021,XXL,FBE5E6Q4S6_XXL,25,56,False,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2022,XS,FBE5E6Q4S6_XS,1,1,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2022,S,FBE5E6Q4S6_S,22,22,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2022,M,FBE5E6Q4S6_M,62,62,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2022,L,FBE5E6Q4S6_L,60,78,False,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2022,XL,FBE5E6Q4S6_XL,15,15,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2022,XXL,FBE5E6Q4S6_XXL,21,29,False,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2023,XS,FBE5E6Q4S6_XS,7,7,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2023,S,FBE5E6Q4S6_S,34,34,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2023,M,FBE5E6Q4S6_M,95,95,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2023,L,FBE5E6Q4S6_L,47,47,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2023,XL,FBE5E6Q4S6_XL,31,53,False,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2023,XXL,FBE5E6Q4S6_XXL,10,10,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2024,XS,FBE5E6Q4S6_XS,12,12,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2024,S,FBE5E6Q4S6_S,60,60,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2024,M,FBE5E6Q4S6_M,105,105,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2024,L,FBE5E6Q4S6_L,82,90,False,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2024,XL,FBE5E6Q4S6_XL,43,45,False,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2024,XXL,FBE5E6Q4S6_XXL,22,26,False,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2025,XS,FBE5E6Q4S6_XS,15,15,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2025,S,FBE5E6Q4S6_S,34,34,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2025,M,FBE5E6Q4S6_M,100,100,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2025,L,FBE5E6Q4S6_L,79,117,False,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2025,XL,FBE5E6Q4S6_XL,14,14,True,47.0
FBE5E6Q4S6,Black sweatshirt,Stockholm,2025,XXL,FBE5E6Q4S6_XXL,19,19,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2018,XS,FBE5E6Q4S6_XS,9,9,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2018,S,FBE5E6Q4S6_S,19,19,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2018,M,FBE5E6Q4S6_M,65,65,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2018,L,FBE5E6Q4S6_L,21,21,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2018,XL,FBE5E6Q4S6_XL,30,60,False,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2018,XXL,FBE5E6Q4S6_XXL,9,16,False,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2019,XS,FBE5E6Q4S6_XS,19,19,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2019,S,FBE5E6Q4S6_S,18,18,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2019,M,FBE5E6Q4S6_M,99,170,False,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2019,L,FBE5E6Q4S6_L,48,48,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2019,XL,FBE5E6Q4S6_XL,9,9,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2019,XXL,FBE5E6Q4S6_XXL,10,10,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2020,XS,FBE5E6Q4S6_XS,20,25,False,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2020,S,FBE5E6Q4S6_S,16,16,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2020,M,FBE5E6Q4S6_M,81,81,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2020,L,FBE5E6Q4S6_L,20,20,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2020,XL,FBE5E6Q4S6_XL,19,19,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2020,XXL,FBE5E6Q4S6_XXL,10,10,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2021,XS,FBE5E6Q4S6_XS,13,13,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2021,S,FBE5E6Q4S6_S,12,12,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2021,M,FBE5E6Q4S6_M,69,75,False,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2021,L,FBE5E6Q4S6_L,57,72,False,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2021,XL,FBE5E6Q4S6_XL,24,24,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2021,XXL,FBE5E6Q4S6_XXL,3,3,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2022,XS,FBE5E6Q4S6_XS,10,10,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2022,S,FBE5E6Q4S6_S,28,50,False,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2022,M,FBE5E6Q4S6_M,22,22,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2022,L,FBE5E6Q4S6_L,51,51,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2022,XL,FBE5E6Q4S6_XL,20,36,False,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2022,XXL,FBE5E6Q4S6_XXL,9,9,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2023,XS,FBE5E6Q4S6_XS,17,17,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2023,S,FBE5E6Q4S6_S,21,21,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2023,M,FBE5E6Q4S6_M,61,112,False,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2023,L,FBE5E6Q4S6_L,44,44,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2023,XL,FBE5E6Q4S6_XL,14,14,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2023,XXL,FBE5E6Q4S6_XXL,2,2,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2024,XS,FBE5E6Q4S6_XS,15,15,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2024,S,FBE5E6Q4S6_S,17,17,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2024,M,FBE5E6Q4S6_M,115,133,False,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2024,L,FBE5E6Q4S6_L,77,77,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2024,XL,FBE5E6Q4S6_XL,24,24,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2024,XXL,FBE5E6Q4S6_XXL,8,8,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2025,XS,FBE5E6Q4S6_XS,25,25,True,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2025,S,FBE5E6Q4S6_S,49,93,False,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2025,M,FBE5E6Q4S6_M,100,116,False,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2025,L,FBE5E6Q4S6_L,66,73,False,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2025,XL,FBE5E6Q4S6_XL,30,33,False,47.0
FBE5E6Q4S6,Black sweatshirt,Copenhagen,2025,XXL,FBE5E6Q4S6_XXL,16,16,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2018,XS,FBE5E6Q4S6_XS,20,28,False,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2018,S,FBE5E6Q4S6_S,30,30,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2018,M,FBE5E6Q4S6_M,77,107,False,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2018,L,FBE5E6Q4S6_L,52,52,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2018,XL,FBE5E6Q4S6_XL,29,50,False,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2018,XXL,FBE5E6Q4S6_XXL,15,15,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2019,XS,FBE5E6Q4S6_XS,5,5,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2019,S,FBE5E6Q4S6_S,17,17,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2019,M,FBE5E6Q4S6_M,94,130,False,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2019,L,FBE5E6Q4S6_L,57,88,False,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2019,XL,FBE5E6Q4S6_XL,14,14,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2019,XXL,FBE5E6Q4S6_XXL,8,8,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2020,XS,FBE5E6Q4S6_XS,5,5,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2020,S,FBE5E6Q4S6_S,24,24,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2020,M,FBE5E6Q4S6_M,39,39,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2020,L,FBE5E6Q4S6_L,31,31,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2020,XL,FBE5E6Q4S6_XL,15,15,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2020,XXL,FBE5E6Q4S6_XXL,4,4,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2021,XS,FBE5E6Q4S6_XS,9,9,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2021,S,FBE5E6Q4S6_S,65,65,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2021,M,FBE5E6Q4S6_M,64,64,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2021,L,FBE5E6Q4S6_L,72,72,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2021,XL,FBE5E6Q4S6_XL,22,22,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2021,XXL,FBE5E6Q4S6_XXL,18,18,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2022,XS,FBE5E6Q4S6_XS,5,5,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2022,S,FBE5E6Q4S6_S,47,76,False,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2022,M,FBE5E6Q4S6_M,42,42,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2022,L,FBE5E6Q4S6_L,45,45,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2022,XL,FBE5E6Q4S6_XL,25,25,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2022,XXL,FBE5E6Q4S6_XXL,7,7,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2023,XS,FBE5E6Q4S6_XS,9,9,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2023,S,FBE5E6Q4S6_S,32,32,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2023,M,FBE5E6Q4S6_M,67,67,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2023,L,FBE5E6Q4S6_L,35,35,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2023,XL,FBE5E6Q4S6_XL,20,20,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2023,XXL,FBE5E6Q4S6_XXL,9,9,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2024,XS,FBE5E6Q4S6_XS,19,19,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2024,S,FBE5E6Q4S6_S,18,18,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2024,M,FBE5E6Q4S6_M,76,76,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2024,L,FBE5E6Q4S6_L,49,49,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2024,XL,FBE5E6Q4S6_XL,25,25,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2024,XXL,FBE5E6Q4S6_XXL,12,12,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2025,XS,FBE5E6Q4S6_XS,16,16,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2025,S,FBE5E6Q4S6_S,13,13,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2025,M,FBE5E6Q4S6_M,81,89,False,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2025,L,FBE5E6Q4S6_L,46,46,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2025,XL,FBE5E6Q4S6_XL,21,21,True,47.0
FBE5E6Q4S6,Black sweatshirt,Helsinki,2025,XXL,FBE5E6Q4S6_XXL,9,9,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2018,XS,FBE5E6Q4S6_XS,12,13,False,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2018,S,FBE5E6Q4S6_S,13,13,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2018,M,FBE5E6Q4S6_M,42,52,False,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2018,L,FBE5E6Q4S6_L,9,9,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2018,XL,FBE5E6Q4S6_XL,8,8,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2018,XXL,FBE5E6Q4S6_XXL,1,1,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2019,XS,FBE5E6Q4S6_XS,10,11,False,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2019,S,FBE5E6Q4S6_S,26,41,False,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2019,M,FBE5E6Q4S6_M,18,18,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2019,L,FBE5E6Q4S6_L,4,4,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2019,XL,FBE5E6Q4S6_XL,4,4,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2019,XXL,FBE5E6Q4S6_XXL,3,3,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2020,XS,FBE5E6Q4S6_XS,5,6,False,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2020,S,FBE5E6Q4S6_S,11,11,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2020,M,FBE5E6Q4S6_M,53,100,False,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2020,L,FBE5E6Q4S6_L,21,21,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2020,XL,FBE5E6Q4S6_XL,10,12,False,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2020,XXL,FBE5E6Q4S6_XXL,5,5,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2021,XS,FBE5E6Q4S6_XS,1,1,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2021,S,FBE5E6Q4S6_S,21,23,False,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2021,M,FBE5E6Q4S6_M,26,26,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2021,L,FBE5E6Q4S6_L,19,19,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2021,XL,FBE5E6Q4S6_XL,11,11,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2021,XXL,FBE5E6Q4S6_XXL,6,6,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2022,XS,FBE5E6Q4S6_XS,5,5,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2022,S,FBE5E6Q4S6_S,22,33,False,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2022,M,FBE5E6Q4S6_M,12,12,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2022,L,FBE5E6Q4S6_L,11,11,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2022,XL,FBE5E6Q4S6_XL,6,6,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2022,XXL,FBE5E6Q4S6_XXL,6,6,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2023,XS,FBE5E6Q4S6_XS,12,28,False,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2023,S,FBE5E6Q4S6_S,26,30,False,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2023,M,FBE5E6Q4S6_M,32,32,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2023,L,FBE5E6Q4S6_L,34,34,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2023,XL,FBE5E6Q4S6_XL,4,4,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2023,XXL,FBE5E6Q4S6_XXL,6,6,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2024,XS,FBE5E6Q4S6_XS,12,13,False,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2024,S,FBE5E6Q4S6_S,6,6,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2024,M,FBE5E6Q4S6_M,55,74,False,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2024,L,FBE5E6Q4S6_L,13,13,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2024,XL,FBE5E6Q4S6_XL,16,16,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2024,XXL,FBE5E6Q4S6_XXL,21,21,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2025,XS,FBE5E6Q4S6_XS,7,7,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2025,S,FBE5E6Q4S6_S,6,6,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2025,M,FBE5E6Q4S6_M,63,119,False,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2025,L,FBE5E6Q4S6_L,22,22,True,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2025,XL,FBE5E6Q4S6_XL,21,45,False,47.0
FBE5E6Q4S6,Black sweatshirt,Paris,2025,XXL,FBE5E6Q4S6_XXL,7,7,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2018,XS,FBE5E6Q4S6_XS,9,14,False,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2018,S,FBE5E6Q4S6_S,3,3,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2018,M,FBE5E6Q4S6_M,22,22,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2018,L,FBE5E6Q4S6_L,33,35,False,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2018,XL,FBE5E6Q4S6_XL,10,10,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2018,XXL,FBE5E6Q4S6_XXL,4,4,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2019,XS,FBE5E6Q4S6_XS,2,2,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2019,S,FBE5E6Q4S6_S,10,10,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2019,M,FBE5E6Q4S6_M,32,32,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2019,L,FBE5E6Q4S6_L,18,18,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2019,XL,FBE5E6Q4S6_XL,12,13,False,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2019,XXL,FBE5E6Q4S6_XXL,5,7,False,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2020,XS,FBE5E6Q4S6_XS,10,23,False,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2020,S,FBE5E6Q4S6_S,11,13,False,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2020,M,FBE5E6Q4S6_M,9,9,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2020,L,FBE5E6Q4S6_L,6,6,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2020,XL,FBE5E6Q4S6_XL,11,11,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2020,XXL,FBE5E6Q4S6_XXL,12,12,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2021,XS,FBE5E6Q4S6_XS,4,4,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2021,S,FBE5E6Q4S6_S,23,28,False,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2021,M,FBE5E6Q4S6_M,10,10,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2021,L,FBE5E6Q4S6_L,11,11,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2021,XL,FBE5E6Q4S6_XL,5,5,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2021,XXL,FBE5E6Q4S6_XXL,1,1,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2022,XS,FBE5E6Q4S6_XS,5,5,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2022,S,FBE5E6Q4S6_S,20,24,False,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2022,M,FBE5E6Q4S6_M,19,19,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2022,L,FBE5E6Q4S6_L,7,7,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2022,XL,FBE5E6Q4S6_XL,7,7,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2022,XXL,FBE5E6Q4S6_XXL,4,4,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2023,XS,FBE5E6Q4S6_XS,4,4,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2023,S,FBE5E6Q4S6_S,18,22,False,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2023,M,FBE5E6Q4S6_M,50,50,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2023,L,FBE5E6Q4S6_L,26,26,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2023,XL,FBE5E6Q4S6_XL,8,8,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2023,XXL,FBE5E6Q4S6_XXL,9,10,False,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2024,XS,FBE5E6Q4S6_XS,10,10,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2024,S,FBE5E6Q4S6_S,9,9,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2024,M,FBE5E6Q4S6_M,53,78,False,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2024,L,FBE5E6Q4S6_L,38,38,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2024,XL,FBE5E6Q4S6_XL,20,20,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2024,XXL,FBE5E6Q4S6_XXL,4,4,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2025,XS,FBE5E6Q4S6_XS,14,26,False,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2025,S,FBE5E6Q4S6_S,7,7,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2025,M,FBE5E6Q4S6_M,32,32,True,47.0
FBE5E6Q4S6,Black sweatshirt,Berlin,2025,L,FBE5E6Q4S6_L,16,16,True,47.0
